	sentiment	content	labels
21794	happiness	@tracey1972 Morning babe!  I plan on overdoing it today! lol Hope you do rest &amp; put your feet up! xxxx	[0 1 0 0 0]
21795	happiness	I've listed lots of new beads on eBay!	[0 1 0 0 0]
21796	happiness	lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;	[0 1 0 0 0]
21797	happiness	going to look in the refrigerator for a taste snack to eat	[0 1 0 0 0]
21798	neutral	studying out of spite. whatever.. Wonderful unforgettable weekend with DC	[0 0 0 1 0]
21799	happiness	@marlycat woman, follow me	[0 1 0 0 0]
21800	love	love for vintage books...old books shopping this morning	[0 0 1 0 0]
21801	sadness	@ElvisHsiao Haha great, ok don't eat too many or you'll feel sick	[0 0 0 0 1]
21802	sadness	Another water leak in my appartement. The good side is that I get to meet the girls previous &amp; next floors	[0 0 0 0 1]
21803	happiness	bought beer today	[0 1 0 0 0]
21804	sadness	@mobileech Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!	[0 0 0 0 1]
21805	happiness	http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny	[0 1 0 0 0]
21806	sadness	@denvy Oh whoops, my bad	[0 0 0 0 1]
21807	happiness	Streamyx is pretty fine here, downloading Heroes and Smallville and also a movie. I'll still call it screwmyx though   // cool http:/ ...	[0 1 0 0 0]
21808	sadness	@AnitaBreakSoon Oh I'm on a roll now with these oldies!  ? http://blip.fm/~5jeu7	[0 0 0 0 1]
21809	neutral	@TreeFalldesign Yep I know; you can't help but get close to things that you make yourself; it's both a occupational hazard and a benefit	[0 0 0 1 0]
21810	happiness	@khriskhaos aww preciate the loves hunnie	[0 1 0 0 0]
21811	love	@meganandliz Hey guys! can i ask; what item did u guys put up for ur talent show? i am such a BIG fans of both of you! whoo!	[0 0 1 0 0]
21812	sadness	LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!	[0 0 0 0 1]
21813	happiness	Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!	[0 1 0 0 0]
21814	neutral	@plisdehjkt any ideas, tempat apa yang paling cocok? jupiter seru juga	[0 0 0 1 0]
21815	neutral	@giddygirlie well that does make me feel better about staying up even later to watch the daily show.  @raisinlike lay on the guilt again.	[0 0 0 1 0]
21816	neutral	@laylaymusic you know you love it   Stat-K	[0 0 0 1 0]
21817	happiness	Back from x-men origins . Was surprisingly good	[0 1 0 0 0]
21818	happiness	@producersinc Yep, I actually do! =D hehe so.. hi Kathy~	[0 1 0 0 0]
21819	sadness	just arrived at @eurodjangocon, on about 150 fellows i can't see a girl!	[0 0 0 0 1]
21820	happiness	In a Drill Sergeant's voice: everybody wake the fuck UP!!! *flicks on everyone's lights* it's 500 est rise and shine beetches!! Lol JK	[0 1 0 0 0]
21821	neutral	OO YAY 39 FOLLOWERS I WANT 100  HELP ME	[0 0 0 1 0]
21822	happiness	now we are also on twitter  follow us to know the latest!	[0 1 0 0 0]
21823	love	@yojibee haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening	[0 0 1 0 0]
21824	neutral	morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)	[0 0 0 1 0]
21825	happiness	@tom_howarth hehehehe I will keep silent now	[0 1 0 0 0]
21826	neutral	@munirusman Yes. when I was talking to you...	[0 0 0 1 0]
21827	love	Only 5mins till my baby's back from work	[0 0 1 0 0]
21828	sadness	When life, as you know it, doesn't exist anymore.	[0 0 0 0 1]
21829	neutral	@muscati nope difference of 5 OMR for C class, anyone notice the flight number for WY's flight for LHR? WY-911	[0 0 0 1 0]
21830	neutral	sarah_marie_711 two weeks will fly by	[0 0 0 1 0]
21831	neutral	Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....	[0 0 0 1 0]
21832	neutral	@pjaficionado I almost said, &quot;and grammer no exist either&quot; grunt.  But I stopped myself	[0 0 0 1 0]
21833	neutral	@jaderoberts91 morning. hope its a good day despite the revising	[0 0 0 1 0]
21834	neutral	@DJ71 they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos	[0 0 0 1 0]
21835	happiness	Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765	[0 1 0 0 0]
21836	neutral	@drnic and welcome to dk  #jaoo	[0 0 0 1 0]
21837	love	has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!	[0 0 1 0 0]
21838	happiness	re-reading 6th Harry Potter, did dishes, mended a cushion on the patio sofa, &amp; fixed one of the outdoor barstools. An accomplished Sunday	[0 1 0 0 0]
21839	love	@jambonboy good stuff, thanks	[0 0 1 0 0]
21840	neutral	@moppet10 Hi Kate  How are you?	[0 0 0 1 0]
21841	neutral	http://twitpic.com/4jax3 - Update Ableton Live	[0 0 0 1 0]
21842	neutral	is off to watch master chef	[0 0 0 1 0]
21843	happiness	Morning world! back to the office after longgggggggg weekend	[0 1 0 0 0]
21844	neutral	Surf's up this week - starting this afternoon	[0 0 0 1 0]
21845	happiness	@onlyhis2109 i can't wait to see!	[0 1 0 0 0]
21846	love	loves listening to people practising on the piano downstairs	[0 0 1 0 0]
21847	neutral	@CrushStevens music is always there when noone else understands  i agree it's very important, a single song can change your whole day	[0 0 0 1 0]
21848	happiness	@kameliamohamad LoL. I don't even know what intezone-football-competition means... Good luck	[0 1 0 0 0]
21849	neutral	@dda Wow, that is good  I'm on Mac too with XP via Parallels if you ever need a tester ;)	[0 0 0 1 0]
21850	happiness	@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!	[0 1 0 0 0]
21851	neutral	@eugenechua aah. well, have a few friends over there. Just wondering if all's great and weather's been good...	[0 0 0 1 0]
21852	happiness	Talking to my best mate and my boyfriend on msn	[0 1 0 0 0]
21853	neutral	@kusasi Lol I can Tweet &amp; Eat! Multi Tasking Woman see!  ha ha Enjoy your moment.	[0 0 0 1 0]
21854	sadness	Where art thou @niokiaquino? I miss you!	[0 0 0 0 1]
21855	sadness	Cloudy day in Berlin. Just about right to sit in front of a computer all day	[0 0 0 0 1]
21856	neutral	@indiekuri you tell us	[0 0 0 1 0]
21857	love	Going to body pump then yoga, then going to enjoy a lovely bbq with the family, loving the may day holiday	[0 0 1 0 0]
21858	happiness	just cos i dont have an ipod touch yet - doesn't mean i can't look at some apps! they're sooo cool.  twittering in school? awesome!	[0 1 0 0 0]
21859	neutral	@ojtibi Hey OJ, I just want to ask, you hooked up with somebody ayt now?	[0 0 0 1 0]
21860	neutral	Hello Bank Holiday Monday  hello revision ï¿½ï¿½	[0 0 0 1 0]
21861	happiness	@xranarawr haha i told you, it's not important	[0 1 0 0 0]
21862	neutral	@John1954Moi Ha good morning! May the fourth be with you too	[0 0 0 1 0]
21863	love	Celebrating the fact that Norwich City got relegated yesterday.  Seems like myself and the awfully nice Mr Fry are football rivals!	[0 0 1 0 0]
21864	happiness	@BrisvegasLukass yes I do! I'll try posting some pics when I can	[0 1 0 0 0]
21865	love	@Lauratheexpat very very cute  and fun to watch.	[0 0 1 0 0]
21866	neutral	@nicolerichie have you watched Persepolis? Broken English is also nice for sundays	[0 0 0 1 0]
21867	happiness	@dduane *waves back* Have a good day	[0 1 0 0 0]
21868	happiness	i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!	[0 1 0 0 0]
21870	neutral	@krs10_s make me tea pleaseeeeeeeeeee	[0 0 0 1 0]
21871	happiness	Yay! I finally made sales at the gallery; Really helps when the artists are there	[0 1 0 0 0]
21872	happiness	@cottonandcloud Moooorning! Fancy a coffee?	[0 1 0 0 0]
21873	sadness	LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!	[0 0 0 0 1]
21874	happiness	I beat 3 bosses in Castelvania	[0 1 0 0 0]
21875	love	@tomfelton http://twitpic.com/4jam0 - Ohhh, how lovely! I'm glad that you had a great time there.	[0 0 1 0 0]
21876	happiness	i guess i'll do both since i cant really decide which one to choose	[0 1 0 0 0]
21877	happiness	@jamiewhincup Awesome effort this w/e,even if u didnt win.Good luck at Tassie	[0 1 0 0 0]
21878	love	@martincarstens I think your just trying to make me feel better!	[0 0 1 0 0]
21879	neutral	@isla_fisher Hey!! How are u??did u got my reply??	[0 0 0 1 0]
21880	happiness	@rosehwang Good Evening Rose ....	[0 1 0 0 0]
21881	neutral	@Reema226 http://twitpic.com/4grnh - The joy of discovering Linux.	[0 0 0 1 0]
21882	neutral	http://twitpic.com/4jb0q - And a few more	[0 0 0 1 0]
21883	happiness	it's @andreamichellef's birthday today, wish her a good one assholes! Sleepytime	[0 1 0 0 0]
21884	neutral	Sneaking out. Going to work for a friend	[0 0 0 1 0]
21885	neutral	Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks	[0 0 0 1 0]
21886	neutral	Aww @holloh  i used to do that when i was little, not so much now ;) haa. Lazy shiit.	[0 0 0 1 0]
21887	neutral	loggade visst min 400e cache i lï¿½rdags!	[0 0 0 1 0]
21888	happiness	@MrFloydNL  thankyou very much, you rock!	[0 1 0 0 0]
21890	happiness	@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!	[0 1 0 0 0]
21891	neutral	i've just open this thing	[0 0 0 1 0]
21892	love	6789998212 haha love soulja boys new song	[0 0 1 0 0]
21893	happiness	@threalmiarose hey mia!  totally adore your music.  when will your cd be out?	[0 1 0 0 0]
21894	happiness	@bratinella, @carambs - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT's BSG disks? haha	[0 1 0 0 0]
21895	happiness	Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!	[0 1 0 0 0]
21896	happiness	@NikkiPilkington You seem nice, you're generous and you know your stuff	[0 1 0 0 0]
21897	sadness	@IDrive_Online When will the maintanance end? I would like to backup some stuff.	[0 0 0 0 1]
21898	neutral	Good morning ladies and Gents.  it's going to be an awesome day &quot;even though the weather is terrible&quot;	[0 0 0 1 0]
21899	happiness	@statkallday yessssssir!!	[0 1 0 0 0]
21900	happiness	Love johnny deep looks in public enemies (L) I'll catch this film when show in HK	[0 1 0 0 0]
21901	sadness	Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . &lt;3	[0 0 0 0 1]
21902	happiness	@besz Well, good luck then.	[0 1 0 0 0]
21903	neutral	Off to see the Doc in a bit to get the knee checked out	[0 0 0 1 0]
21904	love	Thanks to all who follow me  ... wish ya'll the best ;)	[0 0 1 0 0]
21905	love	@nirajgoa Oh! Don't you just love these Vodafone series of Ads ... The best picturisation ever	[0 0 1 0 0]
21906	love	Happy Birthday husband	[0 0 1 0 0]
21907	happiness	@thebleachworks http://twitpic.com/4f0l0 - So beautiful!! This lake is like a mirror!	[0 1 0 0 0]
21908	happiness	@shawnieora I googled him &amp; looked @ a lot of sites... I should have checked here first.  How Exciting, for you both	[0 1 0 0 0]
21909	happiness	@fanboy_uk Yeah, but it's Myst!	[0 1 0 0 0]
21910	happiness	@Cadistra Ah brilliant! Thanks a bunch	[0 1 0 0 0]
21911	neutral	finally not talking about teachers but facilitators  #edumedia09	[0 0 0 1 0]
21912	sadness	@lynnftw I know exactly what you are saying.. its so not cool... that is why tapes were better  :p	[0 0 0 0 1]
21913	happiness	@MicaR yup it gets better again after S4	[0 1 0 0 0]
21914	happiness	to @WebAnime and @tbaggins1, thanks for following me.	[0 1 0 0 0]
21915	happiness	@rifie Oh, wow, you're fast   How's life going ? It's been 6 months ya ? XD	[0 1 0 0 0]
21916	neutral	@kasey79 good night	[0 0 0 1 0]
21917	neutral	@themakelounge I might have guessed a crafty lady like you would have a laminator  Mine is a very cheap one but it worked brilliantly	[0 0 0 1 0]
21918	neutral	@siovene And Clang rocks, so you're using it, right?  Anyways, according to the comments it's in apple's gcc too, dunno how public tho	[0 0 0 1 0]
21919	love	@chang_ROR Hey dude welcome to twitter  its seexyyyyy	[0 0 1 0 0]
21920	happiness	@peternomad Thanks! I know.	[0 1 0 0 0]
21921	love	@pyuric Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)	[0 0 1 0 0]
21922	happiness	@LEGmin http://twitpic.com/4jaz5 - Cool... luv it	[0 1 0 0 0]
21923	happiness	@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap...	[0 1 0 0 0]
21924	love	@AndyeAndinha I gave him your kiss. Being a flirt of course he liked them	[0 0 1 0 0]
21925	sadness	Kaze the Knight. Third level, a lamp, a wish. Got fixed SDSM (first thought was about rubber chicken but hey)  #nethack	[0 0 0 0 1]
21926	happiness	cooked chicken soup for the rainy weather	[0 1 0 0 0]
21927	love	nick is so cute in the tiger costume  ahaha it made my day	[0 0 1 0 0]
21928	happiness	@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!	[0 1 0 0 0]
21929	happiness	@rosehwang U R &quot;happiness pollinator&quot; 4 shizzle.   Good friend you are.. I am smiling!	[0 1 0 0 0]
21930	happiness	I am now eating one of those big subway cookies with a glass of warm milk. YUM	[0 1 0 0 0]
21931	sadness	just had steamed fish w/ oyster sauce	[0 0 0 0 1]
21932	happiness	@torresk hahaha I didn't even notice the name - LICE	[0 1 0 0 0]
21933	neutral	@GinoandFran you should see the Morning Rush Forum's shoutbox. Overheat bcoz of campaign! Flying skirts!!!	[0 0 0 1 0]
21934	happiness	has a face mask on. hehe	[0 1 0 0 0]
21935	neutral	@Petaah hahaha we just won't tell him will we?	[0 0 0 1 0]
21936	sadness	@KrisColvin I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home	[0 0 0 0 1]
21937	neutral	@gianandrea all bank holidays are on Mondays in the UK... better than Italy where 1st of May could be on a Saturday or Sunday	[0 0 0 1 0]
21938	love	@MurrayMelb A pleasure Murray	[0 0 1 0 0]
21939	happiness	@JoanLunden  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality &amp; face in the a.m.    Hugs, Angel	[0 1 0 0 0]
21940	happiness	Has had a really good bank hoilday	[0 1 0 0 0]
21941	happiness	@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?	[0 1 0 0 0]
21942	neutral	@jeffgerstmann You should spray yourself with the non smelling repellant that stinks to high heaven	[0 0 0 1 0]
21943	sadness	@MissxMarisa Hell unlucky! :O and and it comes out next week here.	[0 0 0 0 1]
21944	happiness	@Broooooke_ kk's  have fun eating lol, remember shaun loves you haha	[0 1 0 0 0]
21945	neutral	New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q	[0 0 0 1 0]
21946	happiness	watching JONAS for nick's beautiful voice to put me to sleep	[0 1 0 0 0]
21947	sadness	is amazed as to how artificial one can be  its just soo itchyyy	[0 0 0 0 1]
21948	happiness	@Brokenromantic haha malamang as one of my chef.	[0 1 0 0 0]
21949	neutral	@carolinekan HAHA all because of chocolate? Always knew your heart was in your stomach. Wait till you try the truffles	[0 0 0 1 0]
21950	happiness	I'm entering a two month study/exam period.  Which is awesome. - See you on the flip side	[0 1 0 0 0]
21951	love	@amtrak747 haha hell ya id love to find some boys to toke with, and thats a very sexy bike	[0 0 1 0 0]
21952	neutral	@MissShonah  Will certainly do that.	[0 0 0 1 0]
21953	happiness	yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk	[0 1 0 0 0]
21954	sadness	@katcal always wanted to see that film never got round to it must get it on DVD tell me if its any good	[0 0 0 0 1]
21955	happiness	@TferThomas Thank you!	[0 1 0 0 0]
21956	sadness	@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!	[0 0 0 0 1]
21957	neutral	Yooooooo!? What up mates?!	[0 0 0 1 0]
21958	love	@Tigressreow Wow thanks a lot!  I can't believe I didn't think of that. XD	[0 0 1 0 0]
